"Date","Week","Month","Year","Company","Month Bid For","Year Bid For","Near-Month Indicator","Train_Type","Bid","Year-Month Bid For"
"2001 June 16","24","6","2001","UP","9","2001","false","Non_Shuttle","-25","2001-09"
"2001 June 16","24","6","2001","UP","10","2001","false","Non_Shuttle","-25","2001-10"
"2001 June 16","24","6","2001","UP","11","2001","false","Non_Shuttle","-75","2001-11"
"2001 June 23","25","6","2001","BNSF","7","2001","true","Non_Shuttle","10","2001-07"
"2001 June 23","25","6","2001","BNSF","8","2001","false","Non_Shuttle","15","2001-08"
"2001 June 23","25","6","2001","BNSF","9","2001","false","Non_Shuttle","25","2001-09"
"2001 June 23","25","6","2001","BNSF","10","2001","false","Non_Shuttle","20","2001-10"
"2001 June 23","25","6","2001","BNSF","11","2001","false","Non_Shuttle","0","2001-11"
"2001 June 23","25","6","2001","BNSF","12","2001","false","Non_Shuttle","0","2001-12"
"2001 June 23","25","6","2001","UP","7","2001","true","Non_Shuttle","-10","2001-07"
"2001 June 23","25","6","2001","UP","8","2001","false","Non_Shuttle","-20","2001-08"
"2001 June 23","25","6","2001","UP","9","2001","false","Non_Shuttle","-20","2001-09"
"2001 June 23","25","6","2001","UP","10","2001","false","Non_Shuttle","-10","2001-10"
"2001 June 23","25","6","2001","UP","11","2001","false","Non_Shuttle","75","2001-11"
"2001 June 23","25","6","2001","UP","12","2001","false","Non_Shuttle","-75","2001-12"
"2001 June 30","26","6","2001","BNSF","7","2001","true","Non_Shuttle","0","2001-07"
"2001 June 30","26","6","2001","BNSF","8","2001","false","Non_Shuttle","15","2001-08"
"2001 June 30","26","6","2001","BNSF","9","2001","false","Non_Shuttle","20","2001-09"
"2001 June 30","26","6","2001","BNSF","10","2001","false","Non_Shuttle","20","2001-10"
"2001 June 30","26","6","2001","BNSF","11","2001","false","Non_Shuttle","0","2001-11"
"2001 June 30","26","6","2001","BNSF","12","2001","false","Non_Shuttle","0","2001-12"
"2001 June 30","26","6","2001","UP","7","2001","true","Non_Shuttle","15","2001-07"
"2001 June 30","26","6","2001","UP","8","2001","false","Non_Shuttle","-15","2001-08"
"2001 June 30","26","6","2001","UP","9","2001","false","Non_Shuttle","-15","2001-09"
"2001 June 30","26","6","2001","UP","10","2001","false","Non_Shuttle","-10","2001-10"
"2001 June 30","26","6","2001","UP","11","2001","false","Non_Shuttle","-75","2001-11"
"2001 June 30","26","6","2001","UP","12","2001","false","Non_Shuttle","-75","2001-12"
"2001 July 07","27","7","2001","BNSF","7","2001","true","Non_Shuttle","40","2001-07"
"2001 July 07","27","7","2001","BNSF","8","2001","false","Non_Shuttle","25","2001-08"
"2001 July 07","27","7","2001","BNSF","9","2001","false","Non_Shuttle","20","2001-09"
"2001 July 07","27","7","2001","BNSF","10","2001","false","Non_Shuttle","20","2001-10"
"2001 July 07","27","7","2001","BNSF","11","2001","false","Non_Shuttle","0","2001-11"
"2001 July 07","27","7","2001","BNSF","12","2001","false","Non_Shuttle","0","2001-12"
"2001 July 07","27","7","2001","UP","7","2001","true","Non_Shuttle","15","2001-07"
"2001 July 07","27","7","2001","UP","8","2001","false","Non_Shuttle","-15","2001-08"
"2001 July 07","27","7","2001","UP","9","2001","false","Non_Shuttle","-15","2001-09"
"2001 July 07","27","7","2001","UP","10","2001","false","Non_Shuttle","-10","2001-10"
"2001 July 07","27","7","2001","UP","11","2001","false","Non_Shuttle","-75","2001-11"
"2001 July 07","27","7","2001","UP","12","2001","false","Non_Shuttle","-75","2001-12"
"2001 July 14","28","7","2001","BNSF","7","2001","true","Non_Shuttle","65","2001-07"
"2001 July 14","28","7","2001","BNSF","8","2001","false","Non_Shuttle","30","2001-08"
"2001 July 14","28","7","2001","BNSF","9","2001","false","Non_Shuttle","35","2001-09"
"2001 July 14","28","7","2001","BNSF","10","2001","false","Non_Shuttle","35","2001-10"
"2001 July 14","28","7","2001","BNSF","11","2001","false","Non_Shuttle","0","2001-11"
"2001 July 14","28","7","2001","BNSF","12","2001","false","Non_Shuttle","5","2001-12"
"2001 July 14","28","7","2001","UP","7","2001","true","Non_Shuttle","0","2001-07"
"2001 July 14","28","7","2001","UP","8","2001","false","Non_Shuttle","50","2001-08"
